system:index,date,mean_temp_K,total_precip_mm,.geo
19860101,1986-01-01,261.7841234069444,1.8918649752144348,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860102,1986-01-02,262.35312029096576,2.1120261023254328,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860103,1986-01-03,257.9663346960294,0.372702294065139,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860104,1986-01-04,258.72241100596233,0.020693057343439316,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860105,1986-01-05,257.70647415405097,0.37827643406831446,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860106,1986-01-06,260.9765182348011,0.9717680005295224,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860107,1986-01-07,266.5659956238944,0.18589705268047474,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860108,1986-01-08,269.8214998655573,1.6599742898501468,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860109,1986-01-09,269.53565781843923,0.41594690576273863,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860110,1986-01-10,271.83146654811515,0.9194115863090335,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860111,1986-01-11,273.7906544794617,1.4407089050626098,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860112,1986-01-12,268.2295191370064,0.005118002988107941,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860113,1986-01-13,269.5592242411893,0.0070145601191079765,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860114,1986-01-14,271.16078440063063,0.13483183610486835,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860115,1986-01-15,269.57830379375844,0.343023958504111,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860116,1986-01-16,267.9287259813213,0.6102353459558045,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860117,1986-01-17,267.605080811439,2.1323016537093755,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860118,1986-01-18,267.63365706098074,3.5842142987026833,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860119,1986-01-19,269.3426463348005,4.556608137108526,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860120,1986-01-20,263.98512527640224,1.487737527595665,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860121,1986-01-21,260.27179106180114,0.6796010094711681,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860122,1986-01-22,258.5482478965761,0.42651237443303225,"{""type"":""MultiPoint"",""coordinates"":[]}"
