system:index,date,mean_temp_K,total_precip_mm,.geo
19860101,1986-01-01,278.0637618899583,0.1778573012421627,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860102,1986-01-02,280.6871723015529,8.545332720614791E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860103,1986-01-03,279.29885254133853,8.614115818468383E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860104,1986-01-04,279.9911417597705,0.0023380252597102647,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860105,1986-01-05,275.05966074764126,8.552900547637677E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860106,1986-01-06,278.1768434224623,0.15946254510682703,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860107,1986-01-07,274.8196014169225,0.4443590536469614,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860108,1986-01-08,271.59620417450685,0.03899682191184864,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860109,1986-01-09,273.7045980574755,0.15512662029262636,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860110,1986-01-10,276.8269704221196,0.03945945190899593,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860111,1986-01-11,278.94677876307213,-1.027970751441741E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860112,1986-01-12,280.97025166254093,0.002141011748335586,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860113,1986-01-13,279.2269509881078,8.532250776198162E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860114,1986-01-14,281.3793437061086,4.351138045421976E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860115,1986-01-15,281.20838578465555,8.52346317969932E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860116,1986-01-16,286.05187483585536,0.29793450610320465,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860117,1986-01-17,284.94936300653353,1.4523414380986268,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860118,1986-01-18,284.78653947330594,0.47097005949697485,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860119,1986-01-19,282.6750173214874,0.01157535135234045,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860120,1986-01-20,285.32568585408814,8.591484750297695E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860121,1986-01-21,288.24851116462725,0.0014601231661277765,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860122,1986-01-22,280.1287637030412,0.056854490383718655,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860123,1986-01-23,278.66190623758877,0.0016923898616400853,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860124,1986-01-24,283.15936625697174,0.10083354642385718,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860125,1986-01-25,281.4236412201356,0.7548470412349017,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860126,1986-01-26,278.34328148979955,0.008817113306181436,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860127,1986-01-27,274.36243288975083,4.2915701214951696E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860128,1986-01-28,280.44903991282627,8.52346317969932E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860129,1986-01-29,282.86404749508404,5.090480589640699E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860130,1986-01-30,281.04958257501113,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860131,1986-01-31,286.77248232535845,0.10435658242592975,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860201,1986-02-01,289.1142583545603,0.48096495645777265,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860202,1986-02-02,289.2103739481014,3.3891447008923654,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860203,1986-02-03,288.8126172873087,15.511208387956488,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860204,1986-02-04,287.362725048528,4.697122323226291,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860205,1986-02-05,282.8657509652286,3.4149406629179064,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860206,1986-02-06,279.88308948835487,7.176218778221604,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860207,1986-02-07,277.6585252195106,4.493458407951851,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860208,1986-02-08,273.4346772998009,2.333171187921851,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860209,1986-02-09,271.9131181050724,4.117569676642422,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860210,1986-02-10,269.1504078249925,4.8770999078557296,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860211,1986-02-11,266.32694074287986,0.07631192488873725,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860212,1986-02-12,267.9216329642103,0.12561466621609418,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860213,1986-02-13,272.0604084063092,0.17557308028721363,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860214,1986-02-14,277.3669165643017,1.4066272412682954,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860215,1986-02-15,277.35672151502035,0.00259022150262337,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860216,1986-02-16,287.7037988662527,0.0789839342953543,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860217,1986-02-17,287.3538221423519,0.01411278675147878,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860218,1986-02-18,288.652460671217,0.002141719050996471,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860219,1986-02-19,289.4434520006656,2.735370326394697E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860220,1986-02-20,288.6951366829862,0.009907025910541862,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860221,1986-02-21,276.7509548737732,0.0743448424114151,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860222,1986-02-22,278.3882752318866,0.012424728550706907,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860223,1986-02-23,283.8453915430942,0.006204276172454165,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860224,1986-02-24,284.22988873268287,0.03131137699426126,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860225,1986-02-25,287.31926814829825,0.0021433615415844542,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860226,1986-02-26,289.98713244724297,0.0019090430669987221,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860227,1986-02-27,287.8259172349677,0.23904780651277574,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860228,1986-02-28,280.40749417563967,0.06601737573491046,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860301,1986-03-01,281.2527845733097,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860302,1986-03-02,286.2123088301112,0.0029940747481305152,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860303,1986-03-03,285.9200784939146,0.5866608420394849,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860304,1986-03-04,284.3392050722444,0.0059565425350047215,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860305,1986-03-05,286.4509849916535,0.013033830327913162,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860306,1986-03-06,285.6687113903058,0.0013047341557035437,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860307,1986-03-07,285.75427087463623,0.02908735732526668,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860308,1986-03-08,285.2983867280509,0.16101737164236068,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860309,1986-03-09,292.70573942765515,0.08095812657022668,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860310,1986-03-10,291.16302562697166,1.257302766826095,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860311,1986-03-11,288.07692592468214,8.079014305856932,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860312,1986-03-12,287.45864377689315,9.727097662062471,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860313,1986-03-13,284.6924714582108,0.6480356688834294,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860314,1986-03-14,283.9326696175912,0.7148571693428055,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860315,1986-03-15,285.086742766832,4.765410150318266,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860316,1986-03-16,285.1720446011076,0.9636750471107445,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860317,1986-03-17,288.7230273188236,0.6223147319447174,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860318,1986-03-18,288.49231077445535,8.846637803450104,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860319,1986-03-19,282.17635089625225,0.014765713351870366,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860320,1986-03-20,279.26259742747135,0.6849865519999624,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860321,1986-03-21,279.6309366966412,0.01509942418937319,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860322,1986-03-22,284.26000686577413,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860323,1986-03-23,288.0321408564242,0.0021606289237752208,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860324,1986-03-24,289.12783673810907,4.351138045421976E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860325,1986-03-25,290.25438683911875,8.631044568406543E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860326,1986-03-26,290.39862724762105,1.1739162715221771,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860327,1986-03-27,289.93111934893295,0.10595277672355907,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860328,1986-03-28,292.07458040564114,0.014524654295862551,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860329,1986-03-29,293.74111985203916,0.00996575071530039,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860330,1986-03-30,293.65475521745606,0.1396180454353314,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860331,1986-03-31,293.9231597072762,0.31877531423127176,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860401,1986-04-01,291.480630310386,3.7567144049815675,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860402,1986-04-02,290.20848213330436,12.147946214501651,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860403,1986-04-03,291.66213379707676,8.167170946668996,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860404,1986-04-04,290.171597799813,9.585854158642569,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860405,1986-04-05,290.866433473844,5.396805227212786,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860406,1986-04-06,293.69221270930757,1.5698997094050242,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860407,1986-04-07,295.7615308164832,1.0745099829502918,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860408,1986-04-08,294.20150705728486,4.041688055102349,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860409,1986-04-09,287.3255157371241,1.866378941702593,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860410,1986-04-10,286.4324222873406,1.895776434393662,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860411,1986-04-11,288.29044677567583,1.9193092347785048,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860412,1986-04-12,289.82909977220874,6.4420123018707365,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860413,1986-04-13,292.1761899199104,0.08980179992423946,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860414,1986-04-14,290.4965786975021,2.516046071529641,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860415,1986-04-15,285.8133266391975,8.615871797865567E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860416,1986-04-16,286.526834864909,0.008763441272088474,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860417,1986-04-17,290.35389966473144,2.80418736576951,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860418,1986-04-18,291.8696644252627,4.367471613010125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860419,1986-04-19,289.2149565837682,18.751251393460837,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860420,1986-04-20,287.54879750375324,8.897045057410228,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860421,1986-04-21,288.23463738103294,0.09171871701093738,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860422,1986-04-22,287.5385793189757,0.06138219511576692,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860423,1986-04-23,291.5714697044056,0.30654981724957325,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860424,1986-04-24,295.0012603640029,0.25371149672776694,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860425,1986-04-25,295.63113215626646,0.30177818880751006,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860426,1986-04-26,295.5724983400864,0.7188429394985314,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860427,1986-04-27,293.59730737782166,11.310635315466026,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860428,1986-04-28,289.8624594537693,2.708885235259107,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860429,1986-04-29,294.8463751059003,0.5384717463295062,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860430,1986-04-30,295.69382543913866,5.248184283757077,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860501,1986-05-01,292.8381443984814,10.475448858856893,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860502,1986-05-02,291.7908187055032,2.0535377212569723,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860503,1986-05-03,292.23411155674665,0.12911869674600984,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860504,1986-05-04,293.27380430827486,0.16522944876680987,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860505,1986-05-05,295.9920151716631,0.42851974944742083,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860506,1986-05-06,297.39098541515676,1.5331911093753758,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860507,1986-05-07,297.49846210988505,2.3686043475396614,"{""type"":""MultiPoint"",""coordinates"":[]}"
